epoch,accuracy,loss,val_accuracy,val_loss
0,0.2066444456577301,2.088019609451294,0.2793999910354614,1.8850525617599487
1,0.30977776646614075,1.8402037620544434,0.3310000002384186,1.7655894756317139
2,0.35375556349754333,1.7278449535369873,0.3779999911785126,1.6699944734573364
3,0.39186665415763855,1.6355204582214355,0.4023999869823456,1.617668867111206
4,0.4164222180843353,1.5769513845443726,0.4449999928474426,1.5032405853271484
5,0.43613332509994507,1.5279836654663086,0.44999998807907104,1.485842227935791
6,0.44982221722602844,1.4913688898086548,0.4551999866962433,1.4791368246078491
7,0.4537999927997589,1.4682010412216187,0.4717999994754791,1.4328852891921997
8,0.46622222661972046,1.450659990310669,0.49000000953674316,1.4021273851394653
9,0.47557777166366577,1.4252052307128906,0.4812000095844269,1.403975248336792
10,0.4874666631221771,1.4037320613861084,0.4959999918937683,1.376775860786438
11,0.4927999973297119,1.385423183441162,0.48260000348091125,1.4235519170761108
12,0.5033777952194214,1.36295485496521,0.5216000080108643,1.3311731815338135
13,0.5131333470344543,1.3369195461273193,0.510200023651123,1.3358513116836548
14,0.5175333619117737,1.3278642892837524,0.5123999714851379,1.3333739042282104
15,0.5257777571678162,1.3040070533752441,0.5375999808311462,1.2812211513519287
16,0.5338888764381409,1.2916289567947388,0.5540000200271606,1.2563889026641846
17,0.5375999808311462,1.2781819105148315,0.5357999801635742,1.291751503944397
18,0.5402222275733948,1.2727680206298828,0.5443999767303467,1.2653309106826782
19,0.5443333387374878,1.2556960582733154,0.5612000226974487,1.2229993343353271
20,0.5517555475234985,1.2387220859527588,0.5447999835014343,1.2673925161361694
21,0.5543777942657471,1.2257455587387085,0.574400007724762,1.1976687908172607
22,0.558733344078064,1.2234432697296143,0.5616000294685364,1.21695876121521
23,0.5662888884544373,1.2079143524169922,0.5658000111579895,1.1881827116012573
24,0.5700666904449463,1.1974411010742188,0.5681999921798706,1.2008625268936157
25,0.5750889182090759,1.1815385818481445,0.5740000009536743,1.1809111833572388
26,0.5786666870117188,1.174862027168274,0.5896000266075134,1.157018780708313
27,0.581333339214325,1.1655030250549316,0.5631999969482422,1.2322313785552979
28,0.5835999846458435,1.1571033000946045,0.5953999757766724,1.1411075592041016
29,0.5861777663230896,1.1493852138519287,0.5878000259399414,1.1564725637435913
30,0.5891777873039246,1.1430604457855225,0.6003999710083008,1.1290802955627441
31,0.5926666855812073,1.1294660568237305,0.5839999914169312,1.1604152917861938
32,0.600777804851532,1.1194566488265991,0.6019999980926514,1.1141958236694336
33,0.5998888611793518,1.1124463081359863,0.6154000163078308,1.09521484375
34,0.6042666435241699,1.1014260053634644,0.5924000144004822,1.1325416564941406
35,0.6057778000831604,1.0958921909332275,0.6133999824523926,1.0919209718704224
36,0.6112444400787354,1.0882978439331055,0.6104000210762024,1.0913490056991577
37,0.6149333119392395,1.0757018327713013,0.6018000245094299,1.122503399848938
38,0.616266667842865,1.0734468698501587,0.6093999743461609,1.0766738653182983
39,0.618577778339386,1.0760178565979004,0.6186000108718872,1.076832890510559
40,0.6232444643974304,1.0587111711502075,0.6322000026702881,1.0396502017974854
41,0.6268444657325745,1.0491719245910645,0.6119999885559082,1.0694043636322021
42,0.6269555687904358,1.041832685470581,0.614799976348877,1.0685887336730957
43,0.6316444277763367,1.0353630781173706,0.6244000196456909,1.0745482444763184
44,0.6314888596534729,1.0346537828445435,0.6266000270843506,1.0531729459762573
45,0.6330222487449646,1.0233906507492065,0.6295999884605408,1.046046257019043
46,0.6571778059005737,0.9596434831619263,0.6380000114440918,1.0031392574310303
47,0.6596222519874573,0.9519729018211365,0.6549999713897705,0.9816352725028992
48,0.6622666716575623,0.944085419178009,0.6597999930381775,0.9675641655921936
49,0.664377748966217,0.9427445530891418,0.6600000262260437,0.9660355448722839
50,0.6660222411155701,0.9384086728096008,0.6582000255584717,0.9644300937652588
51,0.6661777496337891,0.9393871426582336,0.6525999903678894,0.9655408263206482
52,0.664555549621582,0.9389744997024536,0.6539999842643738,0.9717930555343628
53,0.6651111245155334,0.9353258609771729,0.6499999761581421,0.966334879398346
54,0.6662444472312927,0.9396160840988159,0.6531999707221985,0.9777694344520569
55,0.6682666540145874,0.9303115606307983,0.6412000060081482,0.9787175059318542
56,0.6687111258506775,0.9280685186386108,0.6632000207901001,0.963718056678772
57,0.66839998960495,0.9284433126449585,0.6674000024795532,0.9583134651184082
58,0.6715555787086487,0.9220941662788391,0.6567999720573425,0.9682369232177734
59,0.6718888878822327,0.9231042265892029,0.6579999923706055,0.9501293897628784
60,0.6677333116531372,0.9254105687141418,0.656000018119812,0.9638422131538391
61,0.6709555387496948,0.9222582578659058,0.6614000201225281,0.9607862234115601
62,0.6687111258506775,0.9231700301170349,0.6582000255584717,0.9680395722389221
63,0.6678000092506409,0.9301825761795044,0.6535999774932861,0.9696294069290161
64,0.6732666492462158,0.919996440410614,0.6620000004768372,0.9675626754760742
65,0.6716444492340088,0.9254830479621887,0.6499999761581421,0.978749692440033
66,0.6708444356918335,0.9213048815727234,0.6531999707221985,0.9669952392578125
67,0.6724888682365417,0.9199369549751282,0.6564000248908997,0.9606617093086243
68,0.6721110939979553,0.9209298491477966,0.6611999869346619,0.9586445093154907
69,0.6740000247955322,0.9170591235160828,0.650600016117096,0.9738685488700867
70,0.6719111204147339,0.9203455448150635,0.6636000275611877,0.9639548063278198
71,0.673977792263031,0.915493905544281,0.6600000262260437,0.9566496014595032
72,0.6699555516242981,0.9206387996673584,0.6582000255584717,0.9600571990013123
73,0.6715333461761475,0.9249329566955566,0.6579999923706055,0.9664294719696045
74,0.6715111136436462,0.9219713807106018,0.6557999849319458,0.9670637845993042
75,0.6704000234603882,0.9222350120544434,0.6656000018119812,0.9521926641464233
76,0.6704221963882446,0.9288628697395325,0.6585999727249146,0.9584484100341797
77,0.6715111136436462,0.92134690284729,0.6583999991416931,0.957221269607544
78,0.6699333190917969,0.9183024168014526,0.6538000106811523,0.9617222547531128
79,0.6710000038146973,0.9236389994621277,0.6553999781608582,0.963036060333252
80,0.6718000173568726,0.9195944666862488,0.6589999794960022,0.9657637476921082
81,0.6726444363594055,0.9194732904434204,0.6606000065803528,0.9650811553001404
82,0.6709111332893372,0.9197767376899719,0.6510000228881836,0.9670314192771912
83,0.6694889068603516,0.9216400384902954,0.6547999978065491,0.9696409106254578
84,0.6719111204147339,0.9173376560211182,0.6632000207901001,0.9664160013198853
